FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,나이,게임수,타석수,타수,득점,안타,2루타,3루타,사구,홈런,타점,도루성공,도루실패,볼넷,삼진,병살타,희생플라이,평균대비수비득점기여,수비_포지션 RAA,전체수비 RAA,공격WAR,수비WAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM 순위,TEAM 게임수,TEAM 타석수,TEAM 타수,TEAM 득점,TEAM 안타,TEAM 2루타,TEAM 3루타,TEAM 사구,TEAM 홈런,TEAM 타점,TEAM 도루,TEAM 도루실패,TEAM 볼넷,TEAM 삼진,TEAM 병살타,TEAM 희생플라이,TEAM 평균대비수비득점기여,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM 공격WAR,TEAM 수비WAR,TEAM 연봉,wRC+
2024,한화,이명기,DH,좌투,좌타,,FA 1년차,,2023,36.0,14.0,42.0,40.0,2.0,7.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,9.0,0.0,0.0,0.21,-0.82,-0.6,-0.39,0.02,5000.0,,,,,9.0,144.0,5628.0,4906.0,604.0,1184.0,211.0,12.0,88.0,100.0,568.0,67.0,22.0,535.0,1162.0,103.0,40.0,2.35,2.67,-6.47,12.72,0.24,667000.0,2.7
2013,KIA,이범호,3B,우투,우타,4.0,재자격,A,2012,31.0,42.0,171.0,140.0,13.0,41.0,7.0,0.0,1.0,2.0,19.0,1.0,0.0,27.0,23.0,3.0,3.0,0.46,-0.36,0.09,1.64,0.01,49500.0,고졸,,,,5.0,133.0,5131.0,4348.0,553.0,1112.0,197.0,19.0,60.0,54.0,518.0,132.0,51.0,544.0,790.0,100.0,47.0,10.53,-0.12,3.09,24.75,0.09,263000.0,142.0
2014,KIA,이범호,3B,우투,우타,4.0,재자격,A,2013,32.0,122.0,516.0,436.0,56.0,108.0,17.0,0.0,9.0,24.0,73.0,0.0,2.0,62.0,79.0,18.0,5.0,-1.79,-1.89,-3.69,2.96,-0.67,43500.0,고졸,,,,8.0,128.0,5051.0,4318.0,587.0,1125.0,195.0,13.0,75.0,88.0,545.0,141.0,47.0,537.0,864.0,110.0,42.0,-87.18,-1.3,-88.48,20.98,-8.2,343600.0,112.5
2015,KIA,이범호,3B,우투,우타,4.0,재자격,A,2014,33.0,105.0,406.0,350.0,47.0,94.0,23.0,0.0,11.0,19.0,82.0,2.0,2.0,41.0,89.0,9.0,4.0,-1.44,-1.21,-2.65,1.58,-0.13,45000.0,고졸,,,,8.0,128.0,5023.0,4443.0,662.0,1279.0,246.0,27.0,62.0,121.0,631.0,121.0,63.0,416.0,870.0,95.0,35.0,-26.55,-9.84,-37.32,13.86,-2.36,424500.0,107.2
2016,KIA,이범호,3B,우투,우타,4.0,재자격,A,2015,34.0,138.0,514.0,437.0,60.0,118.0,25.0,0.0,16.0,28.0,79.0,3.0,4.0,57.0,91.0,16.0,4.0,-3.08,-0.76,-3.84,3.21,-0.29,40000.0,고졸,잔류,4.0,36.0,7.0,144.0,5454.0,4777.0,648.0,1197.0,223.0,22.0,101.0,136.0,602.0,115.0,50.0,454.0,1126.0,105.0,43.0,-13.96,-24.5,-24.34,6.15,-1.26,658000.0,127.0
2017,KIA,이범호,3B,우투,우타,,FA 1년차,,2016,35.0,138.0,560.0,484.0,93.0,150.0,23.0,0.0,9.0,33.0,108.0,1.0,1.0,60.0,57.0,15.0,7.0,-1.94,-0.48,-2.42,4.24,-0.17,65000.0,,,,,5.0,144.0,5696.0,4999.0,803.0,1429.0,264.0,28.0,87.0,170.0,754.0,101.0,50.0,499.0,997.0,109.0,45.0,-5.49,2.85,-16.24,21.24,-0.49,815200.0,132.9
2011,LG,이병규(9),RF,좌투,좌타,4.0,재자격,A,2010,36.0,117.0,451.0,404.0,49.0,117.0,14.0,1.0,1.0,9.0,64.0,3.0,4.0,36.0,53.0,11.0,6.0,-3.84,-4.93,-8.76,1.68,-0.92,40000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,96.4
2012,LG,이병규(9),RF,좌투,좌타,4.0,재자격,A,2011,37.0,127.0,519.0,485.0,64.0,164.0,24.0,0.0,2.0,16.0,75.0,2.0,1.0,28.0,47.0,10.0,2.0,-0.38,-4.85,-5.23,5.15,-0.31,40000.0,고졸,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,144.5
2013,LG,이병규(9),RF,좌투,좌타,4.0,재자격,A,2012,38.0,118.0,455.0,420.0,52.0,126.0,25.0,1.0,2.0,5.0,41.0,5.0,7.0,22.0,58.0,18.0,6.0,-2.85,-5.06,-7.91,2.49,-1.76,60000.0,고졸,,,,7.0,133.0,5180.0,4539.0,544.0,1184.0,212.0,18.0,53.0,59.0,512.0,140.0,57.0,458.0,857.0,107.0,50.0,-34.51,-4.59,-46.48,22.45,-5.68,345400.0,113.3
2014,LG,이병규(9),DH,좌투,좌타,4.0,재자격,A,2013,39.0,97.0,397.0,370.0,38.0,129.0,18.0,3.0,2.0,5.0,74.0,2.0,2.0,22.0,40.0,10.0,3.0,-3.38,-6.84,-10.22,3.16,-1.1,60000.0,고졸,잔류,3.0,25.5,3.0,128.0,4930.0,4287.0,615.0,1209.0,193.0,38.0,59.0,59.0,574.0,139.0,71.0,451.0,806.0,80.0,42.0,-14.07,2.68,-11.39,22.22,0.07,399500.0,129.7
2015,LG,이병규(9),DH,좌투,좌타,,FA 1년차,,2014,40.0,62.0,207.0,195.0,23.0,49.0,6.0,0.0,2.0,2.0,25.0,1.0,1.0,8.0,21.0,5.0,0.0,1.26,-3.41,-2.14,-0.97,0.11,80000.0,,,,,4.0,128.0,5070.0,4349.0,668.0,1214.0,213.0,22.0,63.0,90.0,622.0,105.0,64.0,524.0,817.0,112.0,57.0,10.35,-11.98,0.93,13.69,0.92,502800.0,46.5
2012,두산,이성열,DH,우투,좌타,9.0,신규,A,2011,27.0,83.0,246.0,221.0,23.0,56.0,7.0,1.0,9.0,7.0,28.0,4.0,6.0,16.0,76.0,2.0,0.0,-0.22,-2.0,-2.22,0.46,-0.02,,고졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,85.7
2013,넥센,이성열,DH,우투,좌타,9.0,신규,A,2012,28.0,104.0,298.0,265.0,24.0,58.0,12.0,0.0,6.0,7.0,35.0,5.0,6.0,25.0,85.0,6.0,1.0,4.12,-3.32,0.8,0.38,-0.26,,고졸,,,,6.0,133.0,5021.0,4338.0,549.0,1056.0,189.0,28.0,72.0,102.0,509.0,179.0,72.0,476.0,892.0,79.0,43.0,48.92,-8.84,32.92,20.77,5.06,255800.0,78.0
2014,넥센,이성열,DH,우투,좌타,9.0,신규,A,2013,29.0,92.0,329.0,284.0,42.0,67.0,12.0,0.0,17.0,18.0,48.0,1.0,2.0,23.0,115.0,2.0,2.0,-3.0,-5.92,-8.92,1.89,-0.61,,고졸,,,,4.0,128.0,5016.0,4295.0,646.0,1167.0,209.0,11.0,98.0,125.0,607.0,131.0,65.0,505.0,912.0,94.0,42.0,-8.74,-3.37,-12.11,24.92,0.0,235500.0,112.7
2015,넥센,이성열,DH,우투,좌타,9.0,신규,A,2014,30.0,96.0,291.0,256.0,46.0,66.0,10.0,0.0,9.0,14.0,39.0,2.0,3.0,24.0,80.0,0.0,1.0,-1.2,-5.02,-6.22,0.64,-0.11,,고졸,잔류,2.0,5.0,2.0,128.0,5163.0,4434.0,841.0,1323.0,275.0,31.0,101.0,199.0,786.0,100.0,44.0,523.0,849.0,100.0,40.0,13.97,24.65,6.97,27.85,1.24,367900.0,95.9
2016,한화,이성열,DH,우투,좌타,,,,2015,31.0,101.0,268.0,232.0,35.0,58.0,10.0,2.0,9.0,9.0,36.0,1.0,1.0,20.0,87.0,5.0,2.0,-0.95,-2.72,-3.67,0.37,-0.09,25000.0,,트레이드,,,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,89.1
2017,한화,이성열,DH,우투,좌타,4.0,재자격,A,2016,32.0,86.0,219.0,198.0,29.0,57.0,7.0,3.0,8.0,10.0,29.0,0.0,0.0,11.0,62.0,3.0,0.0,3.01,-2.06,0.95,0.84,0.27,11000.0,고졸,,,,7.0,144.0,5838.0,5109.0,826.0,1478.0,242.0,27.0,91.0,142.0,787.0,64.0,38.0,510.0,1025.0,123.0,41.0,-14.51,7.95,-22.75,17.03,-1.29,1065400.0,109.3
2018,한화,이성열,DH,우투,좌타,4.0,재자격,A,2017,33.0,81.0,318.0,280.0,41.0,86.0,16.0,1.0,9.0,21.0,65.0,3.0,0.0,19.0,80.0,0.0,5.0,-3.51,-3.4,-6.91,2.28,-0.32,25000.0,고졸,,,,8.0,144.0,5665.0,5030.0,737.0,1445.0,261.0,16.0,94.0,150.0,684.0,64.0,44.0,416.0,974.0,112.0,38.0,7.63,0.63,-0.35,19.39,0.85,1083900.0,133.6
2019,한화,이성열,DH,우투,좌타,4.0,재자격,A,2018,34.0,131.0,528.0,485.0,76.0,143.0,21.0,1.0,5.0,34.0,102.0,9.0,7.0,35.0,143.0,9.0,2.0,-0.45,-10.68,-11.12,2.05,-0.04,23000.0,고졸,,,,3.0,144.0,5539.0,4972.0,729.0,1369.0,249.0,14.0,88.0,151.0,668.0,118.0,64.0,420.0,1098.0,113.0,28.0,24.57,11.38,15.86,12.72,2.19,562100.0,115.8
2020,한화,이성열,RF,우투,좌타,4.0,재자격,A,2019,35.0,129.0,476.0,414.0,60.0,106.0,21.0,1.0,9.0,21.0,85.0,8.0,4.0,48.0,114.0,7.0,4.0,-9.31,-7.96,-17.27,2.47,-0.96,25000.0,고졸,잔류,2.0,14.0,9.0,144.0,5482.0,4882.0,607.0,1250.0,223.0,16.0,70.0,88.0,562.0,105.0,51.0,441.0,1090.0,112.0,45.0,-21.24,-0.29,-27.17,12.6,-2.18,668000.0,126.2
2021,한화,이성열,RF,우투,좌타,,FA 1년차,,2020,36.0,79.0,248.0,227.0,23.0,46.0,5.0,0.0,5.0,8.0,34.0,1.0,1.0,16.0,69.0,4.0,0.0,-1.44,-5.37,-6.82,-1.02,-0.14,50000.0,,,,,10.0,144.0,5483.0,4862.0,551.0,1189.0,195.0,12.0,89.0,79.0,523.0,51.0,36.0,462.0,1163.0,119.0,25.0,-16.48,-9.83,-23.31,2.35,-1.25,516500.0,51.3
2013,삼성,이승엽,1B,좌투,좌타,4.0,재자격,A,2012,36.0,126.0,556.0,488.0,84.0,150.0,28.0,2.0,4.0,21.0,85.0,6.0,0.0,59.0,101.0,10.0,4.0,-2.58,-11.3,-13.88,6.49,-1.52,80000.0,고졸,,,,1.0,133.0,5161.0,4436.0,628.0,1205.0,200.0,26.0,86.0,89.0,585.0,125.0,48.0,500.0,813.0,91.0,47.0,-30.05,-4.67,-42.08,32.31,-3.87,393200.0,159.7
2014,삼성,이승엽,DH,좌투,좌타,4.0,재자격,A,2013,37.0,111.0,483.0,443.0,62.0,112.0,24.0,0.0,2.0,13.0,69.0,3.0,1.0,30.0,94.0,8.0,8.0,-0.45,-10.59,-11.03,1.05,-1.04,80000.0,고졸,,,,1.0,128.0,5042.0,4370.0,669.0,1235.0,212.0,17.0,93.0,113.0,624.0,95.0,41.0,453.0,818.0,98.0,41.0,17.85,-1.74,16.12,28.45,2.03,431300.0,82.2
2015,삼성,이승엽,DH,좌투,좌타,4.0,재자격,A,2014,38.0,127.0,548.0,506.0,83.0,156.0,30.0,0.0,0.0,32.0,101.0,5.0,1.0,40.0,77.0,10.0,2.0,0.89,-13.03,-12.13,2.05,0.08,80000.0,고졸,,,,1.0,128.0,5152.0,4464.0,812.0,1345.0,238.0,23.0,62.0,161.0,763.0,161.0,46.0,507.0,743.0,88.0,43.0,12.63,-4.5,2.92,25.53,1.11,637700.0,120.1
2016,삼성,이승엽,DH,좌투,좌타,4.0,재자격,A,2015,39.0,122.0,522.0,470.0,87.0,156.0,28.0,1.0,6.0,26.0,90.0,2.0,1.0,40.0,71.0,10.0,6.0,0.4,-12.53,-12.13,3.39,0.04,90000.0,고졸,잔류,2.0,36.0,2.0,144.0,5803.0,5019.0,897.0,1515.0,259.0,25.0,70.0,176.0,850.0,157.0,52.0,581.0,930.0,109.0,57.0,0.96,5.77,-8.74,32.86,0.08,693600.0,141.2
2017,삼성,이승엽,DH,좌투,좌타,,FA 1년차,,2016,40.0,142.0,623.0,542.0,91.0,164.0,32.0,2.0,8.0,27.0,118.0,5.0,2.0,65.0,89.0,7.0,8.0,-0.28,-14.82,-15.09,2.6,-0.02,100000.0,,,,,9.0,144.0,5863.0,5093.0,852.0,1492.0,249.0,34.0,75.0,142.0,792.0,104.0,50.0,552.0,864.0,119.0,55.0,4.26,7.39,-7.13,20.37,0.36,574700.0,117.2
2011,KIA,이용규,CF,좌투,좌타,9.0,신규,A,2010,25.0,129.0,555.0,472.0,74.0,145.0,19.0,1.0,9.0,3.0,51.0,25.0,12.0,64.0,50.0,10.0,3.0,5.11,-1.9,3.21,3.55,0.53,16000.0,고졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,119.1
2012,KIA,이용규,CF,좌투,좌타,9.0,신규,A,2011,26.0,111.0,503.0,421.0,84.0,140.0,16.0,2.0,9.0,3.0,33.0,30.0,6.0,63.0,33.0,5.0,3.0,4.12,-0.32,3.8,5.26,1.01,20000.0,고졸,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,145.3
2013,KIA,이용규,CF,좌투,좌타,9.0,신규,A,2012,27.0,125.0,580.0,491.0,86.0,139.0,14.0,2.0,10.0,2.0,37.0,44.0,12.0,66.0,38.0,9.0,3.0,1.61,-2.1,-0.49,3.85,0.33,30000.0,고졸,,,,5.0,133.0,5131.0,4348.0,553.0,1112.0,197.0,19.0,60.0,54.0,518.0,132.0,51.0,544.0,790.0,100.0,47.0,10.53,-0.12,3.09,24.75,0.09,263000.0,115.5
2014,KIA,이용규,CF,좌투,좌타,9.0,신규,A,2013,28.0,100.0,453.0,390.0,74.0,115.0,20.0,1.0,7.0,2.0,22.0,21.0,9.0,44.0,37.0,4.0,2.0,-0.34,-3.72,-4.06,2.73,-0.22,34000.0,고졸,이적,4.0,67.0,8.0,128.0,5051.0,4318.0,587.0,1125.0,195.0,13.0,75.0,88.0,545.0,141.0,47.0,537.0,864.0,110.0,42.0,-87.18,-1.3,-88.48,20.98,-8.2,343600.0,116.0
2015,한화,이용규,CF,좌투,좌타,,FA 1년차,,2014,29.0,104.0,418.0,358.0,62.0,103.0,12.0,4.0,5.0,0.0,20.0,12.0,11.0,52.0,46.0,5.0,1.0,0.0,-9.67,-9.67,-0.02,0.0,70000.0,,,,,9.0,128.0,5055.0,4417.0,619.0,1251.0,223.0,24.0,56.0,104.0,594.0,70.0,41.0,489.0,839.0,125.0,43.0,-26.72,-37.95,-35.82,11.41,-2.56,592300.0,88.9
2016,한화,이용규,CF,좌투,좌타,-1.0,자격유지,A,2015,30.0,124.0,585.0,493.0,94.0,168.0,15.0,7.0,9.0,4.0,42.0,28.0,10.0,68.0,45.0,4.0,4.0,1.76,-0.71,1.05,3.8,0.16,70000.0,고졸,,,,6.0,144.0,5716.0,4852.0,717.0,1316.0,218.0,19.0,109.0,130.0,667.0,80.0,47.0,581.0,1135.0,112.0,35.0,16.16,31.04,8.26,15.8,1.6,784600.0,123.1
2017,한화,이용규,CF,좌투,좌타,-1.0,자격유지,A,2016,31.0,113.0,530.0,452.0,98.0,159.0,20.0,4.0,7.0,3.0,41.0,21.0,11.0,63.0,29.0,7.0,1.0,6.33,0.0,6.33,3.84,0.56,70000.0,고졸,,,,7.0,144.0,5838.0,5109.0,826.0,1478.0,242.0,27.0,91.0,142.0,787.0,64.0,38.0,510.0,1025.0,123.0,41.0,-14.51,7.95,-22.75,17.03,-1.29,1065400.0,127.9
2018,한화,이용규,CF,좌투,좌타,-1.0,자격유지,A,2017,32.0,57.0,200.0,179.0,31.0,47.0,8.0,1.0,2.0,0.0,12.0,10.0,3.0,17.0,20.0,4.0,1.0,1.37,0.0,1.37,0.12,0.13,90000.0,고졸,,,,8.0,144.0,5665.0,5030.0,737.0,1445.0,261.0,16.0,94.0,150.0,684.0,64.0,44.0,416.0,974.0,112.0,38.0,7.63,0.63,-0.35,19.39,0.85,1083900.0,70.6
2019,한화,이용규,CF,좌투,좌타,-1.0,자격유지,A,2018,33.0,134.0,575.0,491.0,82.0,144.0,14.0,1.0,12.0,1.0,36.0,30.0,11.0,59.0,62.0,8.0,5.0,0.47,-0.12,0.35,1.68,0.04,40000.0,고졸,잔류,3.0,26.0,3.0,144.0,5539.0,4972.0,729.0,1369.0,249.0,14.0,88.0,151.0,668.0,118.0,64.0,420.0,1098.0,113.0,28.0,24.57,11.38,15.86,12.72,2.19,562100.0,89.3
2014,롯데,이우민,LF,우투,좌타,-1.0,자격유지,A,2013,31.0,60.0,251.0,217.0,30.0,55.0,5.0,0.0,8.0,0.0,16.0,5.0,5.0,15.0,47.0,2.0,2.0,5.67,-2.3,3.38,-0.26,0.53,5500.0,고졸,,,,5.0,128.0,4978.0,4289.0,556.0,1118.0,208.0,18.0,71.0,61.0,522.0,133.0,58.0,503.0,862.0,92.0,41.0,17.08,1.43,18.51,15.17,2.53,311900.0,116.0
2015,롯데,이우민,LF,우투,좌타,-1.0,자격유지,A,2014,32.0,44.0,103.0,80.0,14.0,18.0,0.0,0.0,2.0,0.0,10.0,0.0,3.0,14.0,22.0,1.0,1.0,2.37,-0.33,2.04,-0.2,0.21,6000.0,고졸,,,,7.0,128.0,5194.0,4487.0,716.0,1288.0,252.0,26.0,70.0,121.0,685.0,63.0,41.0,534.0,964.0,95.0,41.0,1.14,15.71,-6.57,16.88,0.1,510600.0,88.9
2016,롯데,이우민,LF,우투,좌타,-1.0,자격유지,A,2015,33.0,75.0,174.0,141.0,18.0,32.0,4.0,0.0,6.0,4.0,18.0,2.0,0.0,10.0,43.0,2.0,0.0,4.64,-0.05,4.59,-0.08,0.43,6500.0,고졸,,,,8.0,144.0,5680.0,4972.0,765.0,1393.0,254.0,19.0,68.0,177.0,727.0,104.0,50.0,532.0,1186.0,136.0,28.0,22.19,15.39,13.9,18.66,2.33,624400.0,123.1
2017,롯데,이우민,LF,우투,좌타,-1.0,자격유지,A,2016,34.0,52.0,98.0,83.0,19.0,16.0,5.0,0.0,4.0,1.0,8.0,2.0,2.0,7.0,16.0,3.0,0.0,-0.68,-0.14,-0.82,-0.32,-0.06,7000.0,고졸,,,,8.0,144.0,5784.0,5001.0,777.0,1439.0,252.0,20.0,83.0,127.0,732.0,145.0,64.0,596.0,1061.0,120.0,41.0,-7.33,6.21,-16.83,17.82,-0.54,730200.0,127.9
2018,롯데,이우민,LF,우투,좌타,-1.0,자격유지,A,2017,35.0,104.0,215.0,185.0,35.0,47.0,5.0,1.0,10.0,4.0,21.0,2.0,4.0,15.0,38.0,6.0,0.0,-0.86,-1.12,-1.97,0.07,-0.08,6000.0,고졸,잔류,,,3.0,144.0,5671.0,4994.0,743.0,1425.0,250.0,17.0,112.0,151.0,697.0,92.0,44.0,457.0,1018.0,146.0,32.0,16.21,8.53,6.5,17.96,1.67,858600.0,70.6
2014,두산,이원석,3B,우투,우타,9.0,자격유지,A,2013,27.0,85.0,300.0,264.0,40.0,83.0,12.0,0.0,3.0,10.0,39.0,6.0,4.0,29.0,49.0,7.0,3.0,0.04,0.28,0.32,3.27,0.0,10000.0,고졸,,,,2.0,128.0,5142.0,4401.0,699.0,1271.0,217.0,37.0,79.0,95.0,654.0,172.0,61.0,524.0,717.0,105.0,56.0,8.01,-0.56,7.44,36.32,1.04,345000.0,156.7
2015,두산,이원석,3B,우투,우타,9.0,자격유지,A,2014,28.0,79.0,255.0,231.0,29.0,58.0,8.0,2.0,1.0,5.0,25.0,0.0,0.0,19.0,53.0,2.0,2.0,-1.65,0.0,-1.65,-0.13,-0.15,15000.0,고졸,,,,6.0,128.0,5083.0,4427.0,687.0,1299.0,235.0,26.0,64.0,108.0,646.0,111.0,44.0,468.0,731.0,103.0,43.0,-11.11,-15.9,-19.65,19.88,-0.98,336800.0,65.2
2017,두산,이원석,3B,우투,우타,9.0,자격유지,A,2016,30.0,7.0,22.0,19.0,3.0,6.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.81,0.18,0.99,0.26,0.07,15000.0,고졸,이적,4.0,27.0,1.0,144.0,5841.0,5044.0,935.0,1504.0,284.0,25.0,86.0,183.0,877.0,85.0,45.0,600.0,884.0,121.0,68.0,2.92,4.73,-5.63,33.4,0.45,567400.0,167.8
2018,삼성,이원석,3B,우투,우타,4.0,FA 1년차,B,2017,31.0,121.0,459.0,411.0,55.0,109.0,20.0,1.0,4.0,18.0,62.0,2.0,0.0,34.0,80.0,4.0,6.0,-3.88,0.58,-3.3,1.24,-0.36,30000.0,고졸,,,,9.0,144.0,5707.0,5095.0,757.0,1419.0,255.0,36.0,70.0,145.0,703.0,98.0,37.0,429.0,983.0,97.0,55.0,-1.69,14.99,-12.01,14.27,-0.16,582400.0,87.0
2019,삼성,이원석,3B,우투,우타,4.0,재자격,B,2018,32.0,128.0,543.0,479.0,74.0,144.0,30.0,1.0,7.0,20.0,93.0,2.0,1.0,52.0,103.0,10.0,5.0,-5.21,-1.1,-6.31,2.71,-0.47,30000.0,고졸,,,,6.0,144.0,5766.0,5109.0,776.0,1471.0,241.0,29.0,87.0,146.0,732.0,116.0,52.0,468.0,1034.0,115.0,45.0,-21.0,1.16,-29.04,15.23,-1.88,598700.0,109.7
2020,삼성,이원석,3B,우투,우타,4.0,재자격,B,2019,33.0,111.0,455.0,395.0,44.0,97.0,20.0,0.0,8.0,19.0,76.0,2.0,1.0,43.0,73.0,10.0,7.0,-3.31,-2.33,-5.64,1.59,-0.34,30000.0,고졸,,,,8.0,144.0,5533.0,4866.0,622.0,1245.0,230.0,26.0,78.0,122.0,598.0,107.0,42.0,478.0,976.0,107.0,53.0,0.76,1.45,-6.85,15.84,0.08,619900.0,104.6
2021,삼성,이원석,3B,우투,우타,4.0,재자격,B,2020,34.0,121.0,467.0,403.0,46.0,108.0,17.0,0.0,2.0,13.0,74.0,0.0,1.0,49.0,82.0,7.0,12.0,-7.8,-4.68,-12.48,0.8,-0.73,30000.0,고졸,잔류,4.0,27.0,8.0,144.0,5574.0,4923.0,699.0,1317.0,211.0,12.0,62.0,129.0,658.0,132.0,49.0,486.0,990.0,117.0,53.0,7.63,37.86,-0.69,12.29,0.72,548800.0,90.9
2022,삼성,이원석,3B,우투,우타,,FA 1년차,,2021,35.0,131.0,480.0,399.0,40.0,92.0,19.0,0.0,11.0,9.0,59.0,1.0,0.0,60.0,80.0,11.0,8.0,-1.45,-1.88,-3.34,0.96,-0.14,30000.0,,,,,3.0,144.0,5552.0,4836.0,712.0,1292.0,204.0,18.0,55.0,133.0,669.0,116.0,44.0,545.0,902.0,98.0,68.0,-10.3,12.57,-19.22,18.47,-1.19,578200.0,88.0
2016,SK,이재원,C,우투,우타,9.0,신규,A,2015,27.0,140.0,559.0,489.0,58.0,138.0,18.0,1.0,11.0,17.0,100.0,1.0,3.0,54.0,85.0,22.0,5.0,2.3,0.14,2.44,1.85,0.21,28000.0,고졸,,,,5.0,144.0,5588.0,4861.0,693.0,1323.0,214.0,10.0,98.0,145.0,656.0,94.0,59.0,490.0,1047.0,113.0,29.0,-20.69,-5.15,-29.84,14.72,-1.07,756700.0,101.9
2017,SK,이재원,C,우투,우타,9.0,신규,A,2016,28.0,130.0,472.0,411.0,49.0,119.0,15.0,0.0,9.0,15.0,64.0,1.0,5.0,43.0,76.0,15.0,7.0,-4.79,9.31,4.52,1.87,-0.43,28000.0,고졸,,,,6.0,144.0,5672.0,5023.0,753.0,1464.0,234.0,19.0,102.0,182.0,715.0,89.0,60.0,429.0,1018.0,104.0,47.0,6.75,30.26,1.12,19.17,0.6,712900.0,97.1
2018,SK,이재원,C,우투,우타,9.0,신규,A,2017,29.0,114.0,350.0,314.0,32.0,76.0,15.0,0.0,8.0,9.0,42.0,0.0,1.0,16.0,55.0,9.0,4.0,-1.35,7.8,6.45,0.37,-0.12,35000.0,고졸,,,,5.0,144.0,5564.0,4925.0,761.0,1337.0,222.0,15.0,113.0,234.0,733.0,53.0,42.0,427.0,1100.0,97.0,41.0,16.87,25.01,7.98,16.87,1.79,559100.0,65.1
2019,SK,이재원,C,우투,우타,9.0,신규,A,2018,30.0,130.0,471.0,407.0,63.0,134.0,24.0,0.0,12.0,17.0,57.0,0.0,0.0,43.0,65.0,13.0,5.0,-3.91,9.38,5.48,3.95,-0.35,35000.0,고졸,잔류,4.0,69.0,1.0,144.0,5682.0,4992.0,829.0,1403.0,234.0,13.0,119.0,233.0,791.0,108.0,39.0,483.0,1079.0,103.0,34.0,-0.75,-4.43,-10.09,22.65,0.1,560100.0,126.8
2020,SK,이재원,C,우투,우타,,FA 1년차,,2019,31.0,139.0,502.0,451.0,33.0,121.0,19.0,0.0,9.0,12.0,75.0,1.0,0.0,34.0,59.0,16.0,7.0,-0.43,11.28,10.85,2.54,-0.04,35000.0,,,,,3.0,144.0,5542.0,4919.0,655.0,1290.0,218.0,14.0,87.0,117.0,622.0,118.0,50.0,462.0,966.0,92.0,38.0,2.07,6.82,-7.97,17.87,-0.09,626100.0,93.9
2011,두산,이종욱,CF,좌투,좌타,8.0,신규,A,2010,30.0,114.0,471.0,413.0,66.0,129.0,16.0,2.0,4.0,5.0,45.0,30.0,13.0,45.0,46.0,3.0,3.0,-2.98,-1.61,-4.59,2.96,0.38,16200.0,대졸,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,118.8
2012,두산,이종욱,CF,좌투,좌타,8.0,신규,A,2011,31.0,121.0,499.0,436.0,64.0,132.0,11.0,5.0,5.0,5.0,44.0,20.0,15.0,49.0,51.0,6.0,4.0,-1.14,-0.32,-1.46,2.95,0.4,19200.0,대졸,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,118.9
2013,두산,이종욱,CF,좌투,좌타,8.0,신규,A,2012,32.0,121.0,497.0,437.0,57.0,105.0,17.0,1.0,3.0,0.0,39.0,21.0,8.0,43.0,43.0,2.0,5.0,2.65,-1.8,0.85,0.54,1.12,20500.0,대졸,,,,3.0,133.0,4938.0,4379.0,524.0,1139.0,172.0,26.0,54.0,59.0,490.0,116.0,51.0,362.0,659.0,129.0,40.0,25.84,9.99,28.8,17.39,0.02,299900.0,70.1
2014,두산,이종욱,CF,좌투,좌타,8.0,신규,A,2013,33.0,110.0,456.0,401.0,77.0,123.0,23.0,6.0,3.0,6.0,52.0,30.0,7.0,38.0,57.0,6.0,2.0,1.96,0.19,2.15,3.26,0.31,19700.0,대졸,이적,4.0,50.0,2.0,128.0,5142.0,4401.0,699.0,1271.0,217.0,37.0,79.0,95.0,654.0,172.0,61.0,524.0,717.0,105.0,56.0,8.01,-0.56,7.44,36.32,1.04,345000.0,121.5
2015,NC,이종욱,CF,좌투,좌타,4.0,FA 1년차,A,2014,34.0,124.0,495.0,438.0,73.0,126.0,28.0,4.0,3.0,6.0,78.0,15.0,4.0,40.0,60.0,5.0,13.0,-2.28,-4.47,-6.75,0.22,-0.2,50000.0,고졸,,,,3.0,128.0,5031.0,4426.0,737.0,1249.0,228.0,36.0,67.0,143.0,697.0,154.0,47.0,443.0,918.0,90.0,51.0,25.86,46.23,16.5,14.33,2.28,337900.0,82.7
