FA년도,구단명,선수명,포지션,투,타,인정년수,구분,FA등급,플레이년도,Age,G,PA,AB,R,H,2B,3B,HP,HR,RBI,SB,CS,BB,SO,GDP,SF,수비_필딩 RAA,수비_포지션 RAA,전체수비 RAA,oWAR,dWAR,연봉,비고,잔류 여부,FA 계약 연수,FA 계약 총액,TEAM RANK,TEAM G,TEAM PA,TEAM AB,TEAM R,TEAM H,TEAM 2B,TEAM 3B,TEAM HP,TEAM HR,TEAM RBI,TEAM SB,TEAM CS,TEAM BB,TEAM SO,TEAM GDP,TEAM SF,TEAM 수비_필딩 RAA,TEAM 수비_포지션 RAA,TEAM 전체수비 RAA,TEAM oWAR,TEAM dWAR,TEAM 연봉
2014,두산,이원석,3B,우투,우타,9,자격유지,A,2013,27,85,300,264,40,83,12,0,3,10,39,6,4,29,49,7,3,0.04,0.28,0.32,3.27,0,10000,고졸,,,,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2015,두산,이원석,3B,우투,우타,9,자격유지,A,2014,28,79,255,231,29,58,8,2,1,5,25,0,0,19,53,2,2,-1.65,0,-1.65,-0.13,-0.15,15000,고졸,,,,6,128,5083,4427,687,1299,235,26,64,108,646,111,44,468,731,103,43,-11.11,-15.9,-19.65,19.88,-0.98,336800
2016,군 복무,이원석,,우투,우타,9,자격유지,A,2015,29,,,,,,,,,,,,,,,,,,,,,,,고졸,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,두산,이원석,3B,우투,우타,9,자격유지,A,2016,30,7,22,19,3,6,3,0,0,2,7,0,0,2,2,1,1,0.81,0.18,0.99,0.26,0.07,15000,고졸,이적,4,27,1,144,5841,5044,935,1504,284,25,86,183,877,85,45,600,884,121,68,2.92,4.73,-5.63,33.4,0.45,567400
2018,삼성,이원석,3B,우투,우타,4,FA 1년차,B,2017,31,121,459,411,55,109,20,1,4,18,62,2,0,34,80,4,6,-3.88,0.58,-3.3,1.24,-0.36,30000,고졸,,,,9,144,5707,5095,757,1419,255,36,70,145,703,98,37,429,983,97,55,-1.69,14.99,-12.01,14.27,-0.16,582400
2019,삼성,이원석,3B,우투,우타,4,재자격,B,2018,32,128,543,479,74,144,30,1,7,20,93,2,1,52,103,10,5,-5.21,-1.1,-6.31,2.71,-0.47,30000,고졸,,,,6,144,5766,5109,776,1471,241,29,87,146,732,116,52,468,1034,115,45,-21,1.16,-29.04,15.23,-1.88,598700
2020,삼성,이원석,3B,우투,우타,4,재자격,B,2019,33,111,455,395,44,97,20,0,8,19,76,2,1,43,73,10,7,-3.31,-2.33,-5.64,1.59,-0.34,30000,고졸,,,,8,144,5533,4866,622,1245,230,26,78,122,598,107,42,478,976,107,53,0.76,1.45,-6.85,15.84,0.08,619900
2021,삼성,이원석,3B,우투,우타,4,재자격,B,2020,34,121,467,403,46,108,17,0,2,13,74,0,1,49,82,7,12,-7.8,-4.68,-12.48,0.8,-0.73,30000,고졸,잔류,4,27,8,144,5574,4923,699,1317,211,12,62,129,658,132,49,486,990,117,53,7.63,37.86,-0.69,12.29,0.72,548800
2022,삼성,이원석,3B,우투,우타,,FA 1년차,,2021,35,131,480,399,40,92,19,0,11,9,59,1,0,60,80,11,8,-1.45,-1.88,-3.34,0.96,-0.14,30000,,,,,3,144,5552,4836,712,1292,204,18,55,133,669,116,44,545,902,98,68,-10.3,12.57,-19.22,18.47,-1.19,578200
2016,SK,이재원,C,우투,우타,9,신규,A,2015,27,140,559,489,58,138,18,1,11,17,100,1,3,54,85,22,5,2.3,0.14,2.44,1.85,0.21,28000,고졸,,,,5,144,5588,4861,693,1323,214,10,98,145,656,94,59,490,1047,113,29,-20.69,-5.15,-29.84,14.72,-1.07,756700
2017,SK,이재원,C,우투,우타,9,신규,A,2016,28,130,472,411,49,119,15,0,9,15,64,1,5,43,76,15,7,-4.79,9.31,4.52,1.87,-0.43,28000,고졸,,,,6,144,5672,5023,753,1464,234,19,102,182,715,89,60,429,1018,104,47,6.75,30.26,1.12,19.17,0.6,712900
2018,SK,이재원,C,우투,우타,9,신규,A,2017,29,114,350,314,32,76,15,0,8,9,42,0,1,16,55,9,4,-1.35,7.8,6.45,0.37,-0.12,35000,고졸,,,,5,144,5564,4925,761,1337,222,15,113,234,733,53,42,427,1100,97,41,16.87,25.01,7.98,16.87,1.79,559100
2019,SK,이재원,C,우투,우타,9,신규,A,2018,30,130,471,407,63,134,24,0,12,17,57,0,0,43,65,13,5,-3.91,9.38,5.48,3.95,-0.35,35000,고졸,잔류,4,69,1,144,5682,4992,829,1403,234,13,119,233,791,108,39,483,1079,103,34,-0.75,-4.43,-10.09,22.65,0.1,560100
2020,SK,이재원,C,우투,우타,,FA 1년차,,2019,31,139,502,451,33,121,19,0,9,12,75,1,0,34,59,16,7,-0.43,11.28,10.85,2.54,-0.04,35000,,,,,3,144,5542,4919,655,1290,218,14,87,117,622,118,50,462,966,92,38,2.07,6.82,-7.97,17.87,-0.09,626100
2011,두산,이종욱,CF,좌투,좌타,8,신규,A,2010,30,114,471,413,66,129,16,2,4,5,45,30,13,45,46,3,3,-2.98,-1.61,-4.59,2.96,0.38,16200,대졸,,,,3,,,,,,,,,,,,,,,,,,,,,,
2012,두산,이종욱,CF,좌투,좌타,8,신규,A,2011,31,121,499,436,64,132,11,5,5,5,44,20,15,49,51,6,4,-1.14,-0.32,-1.46,2.95,0.4,19200,대졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2013,두산,이종욱,CF,좌투,좌타,8,신규,A,2012,32,121,497,437,57,105,17,1,3,0,39,21,8,43,43,2,5,2.65,-1.8,0.85,0.54,1.12,20500,대졸,,,,3,133,4938,4379,524,1139,172,26,54,59,490,116,51,362,659,129,40,25.84,9.99,28.8,17.39,0.02,299900
2014,두산,이종욱,CF,좌투,좌타,8,신규,A,2013,33,110,456,401,77,123,23,6,3,6,52,30,7,38,57,6,2,1.96,0.19,2.15,3.26,0.31,19700,대졸,이적,4,50,2,128,5142,4401,699,1271,217,37,79,95,654,172,61,524,717,105,56,8.01,-0.56,7.44,36.32,1.04,345000
2015,NC,이종욱,CF,좌투,좌타,4,FA 1년차,A,2014,34,124,495,438,73,126,28,4,3,6,78,15,4,40,60,5,13,-2.28,-4.47,-6.75,0.22,-0.2,50000,고졸,,,,3,128,5031,4426,737,1249,228,36,67,143,697,154,47,443,918,90,51,25.86,46.23,16.5,14.33,2.28,337900
2016,NC,이종욱,CF,좌투,좌타,4,재자격,A,2015,35,125,504,440,63,118,25,2,3,5,52,17,4,54,78,5,3,3.23,0,3.23,1.06,0.3,50000,고졸,,,,3,144,5727,4967,844,1437,283,28,106,161,802,204,60,536,1023,105,53,27.49,15.93,18.08,28.15,2.27,440600
2017,NC,이종욱,CF,좌투,좌타,4,재자격,A,2016,36,134,517,453,73,138,24,4,1,5,57,15,3,54,73,11,5,-0.46,-2.35,-2.81,1.85,-0.04,50000,고졸,,,,2,144,5833,5007,857,1457,249,19,93,169,808,99,41,609,1023,133,52,6.4,-8.9,-3.55,24.47,0.57,723500
2018,NC,이종욱,CF,좌투,좌타,4,재자격,A,2017,37,107,355,318,52,98,15,0,5,5,34,9,2,28,30,5,2,1.94,-0.89,1.05,1.33,0.18,50000,고졸,잔류,1,5,4,144,5790,5079,786,1489,277,19,130,149,739,93,32,471,979,119,48,16.48,35.2,6.55,24.87,1.52,713700
2019,NC,이종욱,CF,좌투,좌타,,FA 1년차,,2018,38,43,128,122,12,28,7,0,0,1,8,1,1,4,16,2,1,5.05,-0.99,4.06,-0.77,0.45,20000,,,,,10,144,5488,4895,660,1280,233,18,88,143,629,82,35,427,1081,115,43,2.07,19.6,-8.48,5.69,0.25,544500
2017,삼성,이지영,C,우투,우타,8,신규,A,2016,30,129,419,390,36,116,12,0,7,7,50,3,2,12,32,13,2,5.23,9.62,14.86,0.72,0.46,21000,대졸,,,,9,144,5863,5093,852,1492,249,34,75,142,792,104,50,552,864,119,55,4.26,7.39,-7.13,20.37,0.36,574700
2018,삼성,이지영,C,우투,우타,8,신규,A,2017,31,105,336,302,31,72,10,2,5,0,26,4,3,20,40,16,3,4.61,7.85,12.46,-0.7,0.42,26000,대졸,,,,9,144,5707,5095,757,1419,255,36,70,145,703,98,37,429,983,97,55,-1.69,14.99,-12.01,14.27,-0.16,582400
2019,삼성,이지영,C,우투,우타,8,신규,A,2018,32,90,203,178,31,61,10,0,4,2,19,0,0,15,27,3,0,0.3,4.2,4.5,1.58,0.03,21000,대졸,,,,6,144,5766,5109,776,1471,241,29,87,146,732,116,52,468,1034,115,45,-21,1.16,-29.04,15.23,-1.88,598700
2020,키움,이지영,C,우투,우타,8,신규,A,2019,33,106,331,308,40,87,5,1,1,1,39,5,1,15,28,14,1,-2.25,5.54,3.29,0.58,-0.23,21000,대졸,잔류,3,18,2,144,5658,4991,780,1405,251,38,69,112,741,110,33,514,943,122,48,-9.68,-15.38,-17.74,31.31,-1,403100
2021,키움,이지영,C,우투,우타,4,FA 1년차,B,2020,34,101,289,262,22,81,10,2,4,0,36,1,1,19,28,8,1,-1.73,3.38,1.65,0.92,-0.16,30000,2번째 FA,,,,5,144,5721,4945,759,1332,254,25,73,127,713,113,27,608,1030,107,52,10.87,24.31,4.63,23.86,1.02,651300
2022,키움,이지영,C,우투,우타,4,재자격,B,2021,35,108,258,233,29,64,5,1,1,0,31,3,1,19,17,10,3,1.02,5.11,6.13,0.47,0.1,30000,2번째 FA,,,,5,144,5653,4874,722,1262,244,28,93,91,671,97,26,595,1053,93,56,20.06,18.06,13.53,20.78,1.77,615900
2023,키움,이지영,C,우투,우타,4,재자격,B,2022,36,137,450,420,38,112,13,4,2,2,37,1,1,20,44,16,0,0.38,10.54,10.92,1.06,0.04,30000,2번째 FA,,,,2,144,5655,4953,621,1250,203,33,92,94,578,63,20,527,1032,89,34,-2.9,13.07,-11.24,18.26,-0.66,455900
2024,키움,이지영,C,우투,우타,4,재자격,B,2023,37,81,237,217,23,54,8,1,1,0,8,1,1,12,39,2,0,1.2,5.57,6.77,0.38,0.12,50000,2번째 FA,잔류,2,4,10,144,5729,5062,607,1323,223,30,74,61,576,54,11,484,1096,87,58,-34.95,4.57,-42.25,13.86,-3.36,682800
2025,SSG,이지영,C,우투,우타,,FA 1년차,,2024,38,123,432,398,45,111,11,1,7,5,50,8,1,18,35,10,2,6.5,10.06,16.56,0.96,0.57,20000,,,,,6,144,5647,5001,756,1367,239,20,77,152,724,149,39,470,1095,85,48,-22.91,-5.11,-29.87,16.18,-2.03,563000
2010,LG,이진영,RF,좌투,좌타,4,재자격,A,2009,29,120,425,380,50,114,18,1,1,14,69,5,2,40,30,19,2,1.15,-3.48,-2.33,2.38,-1.03,36000,고졸,,,,7,,,,,,,,,,,,,,,,,,,,,,
2011,LG,이진영,RF,좌투,좌타,4,재자격,A,2010,30,104,417,378,56,125,28,0,1,7,50,10,4,32,40,7,4,-1.22,-8.39,-9.61,3.64,-0.65,54000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2012,LG,이진영,RF,좌투,좌타,4,재자격,A,2011,31,97,355,323,43,89,18,1,2,2,37,3,2,26,29,9,2,-1.19,-2.89,-4.08,1.29,-0.42,55000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,LG,이진영,RF,좌투,좌타,4,재자격,A,2012,32,105,412,365,39,112,18,0,1,4,55,4,2,44,41,8,2,-2.58,-4.58,-7.16,3.62,-0.7,55000,고졸,잔류,4,34,7,133,5180,4539,544,1184,212,18,53,59,512,140,57,458,857,107,50,-34.51,-4.59,-46.48,22.45,-5.68,345400
2014,LG,이진영,RF,좌투,좌타,4,FA 1년차,A,2013,33,106,411,368,41,121,26,1,2,3,62,6,2,37,42,6,3,6.89,-4.58,2.3,3.38,0.38,60000,고졸,,,,3,128,4930,4287,615,1209,193,38,59,59,574,139,71,451,806,80,42,-14.07,2.68,-11.39,22.22,0.07,399500
2015,LG,이진영,RF,좌투,좌타,4,재자격,A,2014,34,119,468,412,53,134,19,2,0,6,65,4,3,45,48,10,9,0.6,-6.15,-5.55,1.6,0.05,60000,고졸,,,,4,128,5070,4349,668,1214,213,22,63,90,622,105,64,524,817,112,57,10.35,-11.98,0.93,13.69,0.92,502800
2016,LG,이진영,RF,좌투,좌타,4,재자격,A,2015,35,103,350,301,32,77,5,1,3,9,39,2,4,42,55,10,2,2.87,-3.81,-0.95,0.43,0.27,60000,고졸,,,,9,144,5599,4941,653,1331,252,22,80,114,601,113,62,462,1076,98,41,-35.76,17.36,-45.09,10.86,-3.09,715600
2017,KT,이진영,DH,좌투,좌타,4,재자격,A,2016,36,115,424,371,49,123,23,1,3,10,72,2,5,45,44,13,5,-1.55,-8.92,-10.47,1.5,-0.14,60000,고졸,잔류,2,15,10,144,5620,4963,672,1369,214,11,48,116,639,96,46,499,933,130,45,-54.62,-74.39,-63.91,6.52,-4.84,492000
2018,KT,이진영,DH,좌투,좌타,,FA 1년차,,2017,37,103,285,263,28,76,26,1,1,2,31,0,0,17,34,3,0,-1.75,-4.66,-6.4,0.2,-0.16,40000,,,,,10,144,5485,4937,655,1360,274,17,66,119,625,86,51,374,1017,118,45,-43.57,-32.55,-49.97,8.66,-4,494600
2013,넥센,이택근,CF,우투,우타,4,재자격,A,2012,32,94,391,345,54,95,20,1,3,8,55,13,8,31,30,10,6,7.99,-1.42,6.57,2.15,0.56,70000,고졸,,,,6,133,5021,4338,549,1056,189,28,72,102,509,179,72,476,892,79,43,48.92,-8.84,32.92,20.77,5.06,255800
2014,넥센,이택근,CF,우투,우타,4,재자격,A,2013,33,123,536,477,73,137,31,1,7,9,66,29,8,39,58,15,7,2.26,-3.24,-0.98,2.5,-0.31,70000,고졸,,,,4,128,5016,4295,646,1167,209,11,98,125,607,131,65,505,912,94,42,-8.74,-3.37,-12.11,24.92,0,235500
2015,넥센,이택근,CF,우투,우타,4,재자격,A,2014,34,122,527,441,87,135,32,1,13,21,91,11,8,51,43,10,10,-6.08,-0.65,-6.73,3,-0.54,70000,고졸,,,,2,128,5163,4434,841,1323,275,31,101,199,786,100,44,523,849,100,40,13.97,24.65,6.97,27.85,1.24,367900
2016,넥센,이택근,CF,우투,우타,4,재자격,A,2015,35,105,401,347,61,113,16,1,3,10,44,11,6,44,53,8,4,-3.07,-1.9,-4.97,2.23,-0.28,70000,고졸,잔류,4,35,4,144,5811,5069,904,1512,304,20,82,203,855,100,47,544,1098,112,55,14.64,28.04,4.52,30.43,1.44,529300
2017,넥센,이택근,CF,우투,우타,,FA 1년차,,2016,36,127,460,398,64,123,19,1,3,8,65,7,4,53,56,11,6,-4.49,-5.61,-10.09,1.43,-0.4,50000,,,,,3,144,5702,4990,813,1464,254,39,63,134,765,154,83,556,956,121,59,27.54,3.86,20.24,19.96,2.44,348700
2010,KIA,이현곤,3B,우투,우타,8,신규,A,2009,29,120,428,363,35,92,15,0,10,2,33,11,3,34,63,16,6,2.31,8.57,10.87,-0.07,0.36,10000,대졸,,,,1,,,,,,,,,,,,,,,,,,,,,,
2011,KIA,이현곤,3B,우투,우타,8,신규,A,2010,30,108,304,260,27,68,13,1,1,2,28,0,2,21,38,6,5,1.41,-0.58,0.83,0.36,0.16,13000,대졸,,,,5,,,,,,,,,,,,,,,,,,,,,,
2012,KIA,이현곤,3B,우투,우타,8,신규,A,2011,31,104,257,222,24,59,10,1,2,1,17,1,1,20,38,4,2,1.61,5.16,6.77,0.74,0.83,11000,대졸,,,,4,,,,,,,,,,,,,,,,,,,,,,
2013,KIA,이현곤,3B,우투,우타,8,신규,A,2012,32,6,6,5,0,1,0,0,0,0,0,0,0,1,1,1,0,0.01,-0.12,-0.11,0.01,-0.11,10500,대졸,이적,3,10.5,5,133,5131,4348,553,1112,197,19,60,54,518,132,51,544,790,100,47,10.53,-0.12,3.09,24.75,0.09,263000
2014,NC,이현곤,3B,우투,우타,,FA 1년차,,2013,33,91,161,139,10,38,7,0,3,0,9,2,0,16,14,4,0,-4.16,1.66,-2.5,0.67,-0.31,15000,,,,,7,128,4866,4282,512,1045,209,25,62,86,485,142,47,434,955,94,31,29.46,-1.57,27.89,11.43,2.38,187600
2010,SK,이호준,1B,우투,우타,4,재자격,A,2009,33,103,340,299,40,89,14,1,1,16,55,0,0,35,60,9,4,-0.65,-5.91,-6.57,2.5,-0.78,50000,고졸,,,,2,,,,,,,,,,,,,,,,,,,,,,
2011,SK,이호준,1B,우투,우타,4,재자격,A,2010,34,85,219,194,19,54,9,0,1,8,46,1,0,20,39,6,4,0.49,-4.41,-3.92,1.1,-0.55,50000,고졸,,,,1,,,,,,,,,,,,,,,,,,,,,,
2012,SK,이호준,1B,우투,우타,4,재자격,A,2011,35,114,417,368,41,93,12,0,1,14,62,2,2,44,78,10,1,1.04,-7.23,-6.19,1.86,-0.77,50000,고졸,,,,2,,,,,,,,,,,,,,,,,,,,,,
2013,SK,이호준,1B,우투,우타,4,재자격,A,2012,36,127,504,426,55,128,26,0,5,18,78,3,3,72,90,10,1,0.85,-10.24,-9.4,6.12,-1.17,25000,고졸,이적,3,20,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,NC,이호준,DH,우투,우타,,FA 1년차,,2013,37,126,508,442,46,123,25,1,1,20,87,2,3,60,109,8,5,0,-11.98,-11.98,3.99,-1.16,45000,,,,,7,128,4866,4282,512,1045,209,25,62,86,485,142,47,434,955,94,31,29.46,-1.57,27.89,11.43,2.38,187600
2019,KT,장성우,C,우투,우타,9,신규,B,2018,28,127,393,356,41,92,13,0,2,13,48,1,1,32,82,8,2,-1.66,9.22,7.56,1.13,-0.15,7300,35세 이상 대졸,,,,9,144,5605,5026,757,1382,264,13,46,206,721,80,57,464,1109,103,26,-2.41,-7.35,-12.03,16.22,-0.35,607700
2020,KT,장성우,C,우투,우타,9,신규,B,2019,29,127,413,366,25,96,7,0,2,7,41,0,1,35,86,11,6,1.87,9.7,11.56,1.22,0.19,9500,35세 이상 대졸,,,,6,144,5582,4965,650,1375,187,20,52,103,615,104,44,475,975,113,45,36.35,39.04,26.31,21.52,3.72,514900
2021,KT,장성우,C,우투,우타,9,신규,B,2020,30,130,455,400,39,111,15,0,1,13,79,0,0,38,64,15,6,8.61,10.7,19.31,2.25,0.81,13500,35세 이상 대졸,,,,3,144,5762,5047,813,1432,238,21,52,163,767,106,50,554,1097,104,45,21.71,15.8,11.9,27.89,2.1,584000
2022,KT,장성우,C,우투,우타,9,신규,B,2021,31,127,460,385,46,89,13,0,3,14,63,1,2,60,69,16,3,-2.41,8.66,6.25,1.85,-0.24,21000,35세 이상 대졸,잔류,4,42,1,144,5627,4810,719,1276,219,11,58,106,673,112,46,645,1047,105,44,10.21,-7.11,0.42,21.86,1.33,575800
2023,KT,장성우,C,우투,우타,,FA 1년차,,2022,32,117,420,362,48,94,11,0,2,18,55,1,0,52,79,12,3,0.36,7.49,7.85,3.36,0.04,50000,,,,,4,144,5547,4864,631,1237,192,19,49,119,588,89,34,519,1183,105,44,13.16,14.83,4.34,17.82,1.35,749000
2017,롯데,전준우,CF,우투,우타,8,신규,A,2016,30,25,113,99,16,25,7,0,6,2,10,3,3,7,25,4,0,-4.59,0,-4.59,0.18,-0.41,20500,대졸,,,,8,144,5784,5001,777,1439,252,20,83,127,732,145,64,596,1061,120,41,-7.33,6.21,-16.83,17.82,-0.54,730200
2018,롯데,전준우,CF,우투,우타,8,신규,A,2017,31,110,496,455,76,146,27,1,7,18,69,2,4,30,70,11,2,3.99,-1.13,2.87,2.74,0.37,20500,대졸,,,,3,144,5671,4994,743,1425,250,17,112,151,697,92,44,457,1018,146,32,16.21,8.53,6.5,17.96,1.67,858600
2019,롯데,전준우,LF,우투,우타,8,신규,A,2018,32,144,614,556,118,190,36,2,7,33,90,7,7,48,82,12,2,3.64,-5.22,-1.59,4.91,0.32,27000,대졸,,,,7,144,5764,5130,821,1484,289,17,81,203,792,68,32,471,1157,124,37,0.51,6.93,-12.15,21.63,0.05,836900
2020,롯데,전준우,LF,우투,우타,8,신규,A,2019,33,141,606,545,85,164,30,1,7,22,83,8,2,46,71,19,7,-4.76,-6.09,-10.85,3.45,-0.49,50000,대졸,잔류,4,34,10,144,5488,4919,578,1231,214,22,65,90,545,65,31,429,1085,108,40,-30.52,-29.69,-41.29,7.45,-3.14,1058600
2021,롯데,전준우,LF,우투,우타,4,FA 1년차,B,2020,34,143,628,562,95,157,34,1,8,26,96,5,5,52,79,21,3,1.98,-6.52,-4.54,2.45,0.19,50000,2번째 FA,,,,7,144,5669,4958,750,1366,252,6,55,131,711,90,31,569,875,148,48,10.45,0.47,-0.21,17.58,0.98,893500
2022,롯데,전준우,LF,우투,우타,4,재자격,B,2021,35,144,619,552,88,192,46,0,5,7,92,6,3,53,71,10,8,-5.14,-7.46,-12.6,4.4,-0.51,50000,2번째 FA,,,,8,144,5726,5009,727,1393,266,10,54,107,697,60,31,579,969,114,46,-24.26,-13.58,-33.77,22.75,-3.11,481800
2023,롯데,전준우,LF,우투,우타,4,재자격,B,2022,36,120,517,470,73,143,31,1,3,11,68,6,3,35,73,14,9,-8.3,-6.01,-14.32,2.45,-0.86,50000,2번째 FA,,,,8,144,5534,4948,605,1320,227,16,54,106,570,61,39,417,991,127,42,-37.16,-33.27,-47.91,16.09,-3.83,549570
2024,롯데,전준우,DH,우투,우타,4,재자격,B,2023,37,138,559,493,80,154,21,3,7,17,77,9,2,52,65,12,7,-3.31,-10.86,-14.16,3.75,-0.34,50000,2번째 FA,잔류,4,47,7,144,5576,4871,653,1289,231,19,51,69,608,101,42,522,1000,110,57,-32.72,-29.39,-42,17.11,-3.34,536460
2025,롯데,전준우,DH,우투,우타,,FA 1년차,,2024,38,109,483,423,57,124,26,2,5,17,82,3,1,49,84,11,5,-3.87,-8.74,-12.61,2.15,-0.36,130000,,,,,7,144,5766,5110,802,1454,285,41,68,125,757,105,42,494,1079,100,57,-39.36,-21.57,-49.87,20.48,-3.14,625000
2011,SK,정근우,2B,우투,우타,8,신규,A,2010,28,128,563,485,75,148,25,2,8,2,48,33,13,47,51,9,1,3.66,4.1,7.76,2.93,1.12,24000,대졸,,,,1,,,,,,,,,,,,,,,,,,,,,,
2012,SK,정근우,2B,우투,우타,8,신규,A,2011,29,90,385,326,60,100,19,0,4,6,40,20,9,38,37,10,2,2.66,3.87,6.54,2.97,0.46,31000,대졸,,,,2,,,,,,,,,,,,,,,,,,,,,,
2013,SK,정근우,2B,우투,우타,8,신규,A,2012,30,127,534,467,53,124,13,4,6,8,46,22,12,47,33,10,2,3.09,3.78,6.87,2.29,0.98,31000,대졸,,,,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,SK,정근우,2B,우투,우타,8,FA 1년차,A,2013,31,112,476,407,64,114,19,3,7,9,35,28,11,50,48,6,1,19.76,4.91,24.67,2.27,2.51,55000,대졸,이적,4,70,6,128,4950,4278,588,1134,189,20,86,124,558,144,63,465,918,99,37,33.96,0.05,34.01,21.13,2.79,404600
2015,한화,정근우,2B,우투,우타,4,재자격,A,2014,32,125,549,464,91,137,28,5,10,6,43,32,3,65,56,11,3,6.71,5.45,12.16,3.29,0.59,70000,고졸,,,,9,128,5055,4417,619,1251,223,24,56,104,594,70,41,489,839,125,43,-26.72,-37.95,-35.82,11.41,-2.56,592300
2016,한화,정근우,2B,우투,우타,4,재자격,A,2015,33,126,552,468,99,148,30,2,8,12,66,21,6,61,66,14,2,2.72,5.35,8.07,4.19,0.25,70000,고졸,,,,6,144,5716,4852,717,1316,218,19,109,130,667,80,47,581,1135,112,35,16.16,31.04,8.26,15.8,1.6,784600
2017,한화,정근우,2B,우투,우타,4,재자격,A,2016,34,138,650,575,121,178,31,2,9,18,88,22,6,60,58,14,5,2.58,6.42,9,3.88,0.23,70000,고졸,,,,7,144,5838,5109,826,1478,242,27,91,142,787,64,38,510,1025,123,41,-14.51,7.95,-22.75,17.03,-1.29,1065400
2018,한화,정근우,2B,우투,우타,4,재자격,A,2017,35,105,442,391,73,129,22,0,10,11,46,6,6,32,48,12,3,2.39,4.32,6.7,2.87,0.22,70000,고졸,잔류,3,35,8,144,5665,5030,737,1445,261,16,94,150,684,64,44,416,974,112,38,7.63,0.63,-0.35,19.39,0.85,1083900
2019,한화,정근우,2B,우투,우타,,FA 1년차,,2018,36,102,425,375,63,114,24,1,7,11,57,6,5,39,43,12,3,-3.92,-4.35,-8.26,1.6,-0.35,70000,,,,,3,144,5539,4972,729,1369,249,14,88,151,668,118,64,420,1098,113,28,24.57,11.38,15.86,12.72,2.19,562100
2013,SK,정상호,C,우투,우타,9,신규,A,2012,30,78,206,176,13,38,12,0,4,4,24,0,2,15,61,3,3,2.97,4.16,7.13,0.19,0.76,13000,고졸,,,,2,133,4996,4347,564,1120,197,15,58,108,523,104,75,445,864,85,28,26.13,-5.91,13.09,23.64,2.38,371100
2014,SK,정상호,C,우투,우타,9,신규,A,2013,31,82,236,201,26,58,11,0,4,6,26,1,0,20,47,7,3,5.19,5.68,10.88,1.13,1.02,13000,고졸,,,,6,128,4950,4278,588,1134,189,20,86,124,558,144,63,465,918,99,37,33.96,0.05,34.01,21.13,2.79,404600
2015,SK,정상호,C,우투,우타,9,신규,A,2014,32,100,269,235,36,56,13,1,5,9,39,0,1,18,67,3,1,0.75,6.31,7.07,0.58,0.07,15500,고졸,,,,5,128,5082,4423,735,1285,245,22,72,115,696,139,46,447,926,92,49,8.13,9.44,0.35,15.79,0.21,489800
2016,SK,정상호,C,우투,우타,9,신규,A,2015,33,113,324,279,34,71,11,1,15,12,49,1,2,22,80,2,0,-3.11,6.38,3.28,1.58,-0.29,15500,고졸,이적,4,32,5,144,5588,4861,693,1323,214,10,98,145,656,94,59,490,1047,113,29,-20.69,-5.15,-29.84,14.72,-1.07,756700
2017,LG,정상호,C,우투,우타,,FA 1년차,,2016,34,77,159,132,12,24,5,0,4,1,10,0,1,17,39,2,2,0.86,3.58,4.44,-0.19,0.08,50000,,,,,4,144,5765,5051,786,1464,238,26,72,118,744,121,70,523,982,92,54,37.96,34.04,27.87,19.83,3.37,542900
2010,LG,정성훈,3B,우투,우타,4,재자격,A,2009,29,121,494,419,62,126,19,2,4,10,70,5,0,59,46,10,4,1.76,0.4,2.17,3.31,0.44,35000,고졸,,,,7,,,,,,,,,,,,,,,,,,,,,,
2011,LG,정성훈,3B,우투,우타,4,재자격,A,2010,30,111,418,365,52,96,20,1,4,4,38,3,1,41,58,14,2,-3.31,-0.8,-4.11,1.45,-0.92,0,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2012,LG,정성훈,3B,우투,우타,4,재자격,A,2011,31,127,494,422,61,123,18,1,5,10,57,9,2,49,69,16,7,-1.29,0.43,-0.86,3.42,-0.74,35000,고졸,,,,6,,,,,,,,,,,,,,,,,,,,,,
2013,LG,정성훈,3B,우투,우타,4,재자격,A,2012,32,107,438,365,50,113,27,3,1,12,53,3,3,65,62,13,5,-4.22,-0.93,-5.15,5.85,-1.13,35000,고졸,잔류,4,34,7,133,5180,4539,544,1184,212,18,53,59,512,140,57,458,857,107,50,-34.51,-4.59,-46.48,22.45,-5.68,345400
2014,LG,정성훈,3B,우투,우타,4,FA 1년차,A,2013,33,121,477,407,64,127,22,1,7,9,62,13,6,59,58,12,4,-3.35,-0.15,-3.5,3.98,-0.49,50000,고졸,,,,3,128,4930,4287,615,1209,193,38,59,59,574,139,71,451,806,80,42,-14.07,2.68,-11.39,22.22,0.07,399500
